,zero_rate,variance
CES3,0.9817232375979112,18.74251226880657
CCDC122,0.5300261096605744,18.73775511598977
PGBD4,0.8877284595300261,18.722089319645086
TGFB2-AS1,0.8093994778067886,18.69632140855474
OSCAR,0.9530026109660574,18.686984812652963
CAPN11,0.9921671018276762,18.683047858597718
TOR4A,0.9347258485639687,18.682952168742233
ZMYND15,0.9634464751958225,18.672275914863373
FRMPD1,0.9765013054830287,18.662624909436417
HAR1B,0.8798955613577023,18.631457356499318
MAPK15,0.8668407310704961,18.61497136139315
SIK1B,0.5091383812010444,18.607890312085676
PRKCG,0.95822454308094,18.60696075348913
SOX11,0.7728459530026109,18.60432244747315
ROM1,0.7806788511749347,18.596489549300653
HOTAIR,0.8851174934725848,18.583626098724714
RAET1G,0.762402088772846,18.564529137560843
RRM1-AS1,0.4621409921671018,18.538515166842043
DDX11-AS1,0.8224543080939948,18.535357401610277
GUCY1A2,0.97911227154047,18.53344360450023
GRAMD2A,0.9634464751958225,18.5280576326329
ALDH1L1,0.9738903394255874,18.51602805079768
KRT18P24,0.8903394255874674,18.513594794471913
SCGB2A1,0.9556135770234987,18.464697278307362
PROB1,0.9451697127937336,18.447678154006066
OR2W6P,0.9608355091383812,18.44469809850576
KCNAB3,0.9556135770234987,18.435880961819723
ALOX12B,0.97911227154047,18.42520470794082
LINC02861,0.9738903394255874,18.422771451615148
TAP2,0.9817232375979112,18.38539772804946
CLYBL,0.8825065274151436,18.378043279154635
SPATA24,0.835509138381201,18.375486993014707
EGFR-AS1,0.7493472584856397,18.372821347039746
TMEM171,0.9112271540469974,18.337648490150787
MAMSTR,0.7336814621409922,18.33014367148308
HIC2,0.8537859007832899,18.3283392342078
SKI,0.8981723237597912,18.327450685549497
GALNTL6,0.8642297650130548,18.319084658182273
LKAAEAR1,0.8694516971279374,18.316692411794502
DOCK3,0.804177545691906,18.302133883777735
IL1R2,0.9712793733681462,18.286550107309488
GPM6A,0.97911227154047,18.263106092709958
VMAC,0.793733681462141,18.25416592620948
CICP14,0.9007832898172323,18.244323541071353
LRRC37A15P,0.9164490861618799,18.23556108430264
MT-TL2,0.4073107049608355,18.193225158230035
MORF4L1P1,0.2349869451697128,18.187087337498124
TOX3,0.9530026109660574,18.176698153185722
CCDC144B,0.608355091383812,18.171025111751973
LINC01138,0.8328981723237598,18.163656992878085
ZNF559-ZNF177,0.741514360313316,18.14469673150797
CGAS,0.6031331592689295,18.12465654176864
MIR6501,0.3524804177545692,18.12015911855973
TRPC1,0.741514360313316,18.117356772791297
OXA1L-DT,0.7362924281984334,18.09765833253596
ZBTB44,0.7728459530026109,18.095922245157507
TSACC,0.7101827676240209,18.049731384905563
BTNL9,0.9138381201044387,18.03987532978836
CDH15,0.9608355091383812,18.023115935094836
CHROMR,0.206266318537859,18.01238500129866
SLC34A3,0.9843342036553525,18.011701502330858
ST7-AS2,0.4621409921671018,18.005714051371815
LCTL,0.4595300261096606,17.993000970568566
NAV2-AS2,0.8485639686684073,17.977225814388976
FKBP10,0.9608355091383812,17.913318660888923
GUSBP2,0.6370757180156658,17.904173444698074
C5orf49,0.835509138381201,17.8905854852158
LINC01063,0.856396866840731,17.88448867442208
IMPA1,0.5639686684073107,17.881754678550433
SPATA9,0.6710182767624021,17.87657375637364
C1GALT1C1L,0.8642297650130548,17.864967943898392
LNP1,0.7493472584856397,17.83638401706017
SUNO1,0.8929503916449086,17.824873894440607
PBX2,0.7702349869451697,17.805134444247063
NR1I2,0.9843342036553525,17.801552909655182
TAB3-AS2,0.639686684073107,17.78523095430119
BTN2A3P,0.9112271540469974,17.775169849493572
LINC01873,0.8067885117493473,17.755362049403303
RPL12P28,0.9503916449086162,17.74974368788691
SNHG18,0.9138381201044387,17.743756236928107
HSPA12B,0.8877284595300261,17.732068404576573
FOXO3B,0.8459530026109661,17.716785367654158
WEE2-AS1,0.7754569190600522,17.715459379656423
NWD1,0.9895561357702349,17.71211023471397
TSC22D1-AS1,0.5169712793733682,17.668598690416005
SSR4P1,0.7650130548302873,17.65248178475246
NQO2-AS1,0.6579634464751958,17.574918321873394
ADAMTS15,0.9947780678851175,17.564337757850165
STAT4,0.9660574412532638,17.55357948409493
ESR2,0.8825065274151436,17.522931390373746
MAP2K5-DT,0.7989556135770235,17.51903544625632
ARF4-AS1,0.783289817232376,17.446092436400374
OBI1-AS1,0.6370757180156658,17.439107076948343
NPAS3,0.856396866840731,17.419463316610482
LINC01504,0.9608355091383812,17.40586168714874
IGFBPL1,0.9425587467362925,17.399149727284005
PCDHB10,0.8851174934725848,17.37519992344817
CEP162,0.7885117493472585,17.368159884078555
BMS1P1,0.6892950391644909,17.35615764220205
MKNK1-AS1,0.5065274151436031,17.313753366232408
SLC24A2,0.9921671018276762,17.28769838557549
SOBP,0.8798955613577023,17.242300384126303
ITGB8-AS1,0.8015665796344648,17.236900742280074
REN,0.9947780678851175,17.21806351072413
SLC26A5,0.8642297650130548,17.201454485803783
TCN2,0.9660574412532638,17.198583790138386
BAHCC1,0.7885117493472585,17.194783535876788
DSG2-AS1,0.4621409921671018,17.174292236818733
PDE9A,0.6788511749347258,17.16774431670613
ZNF628,0.8851174934725848,17.164914630978878
ANKRD20A5P,0.8929503916449086,17.158161661175974
GPR182,0.9947780678851175,17.13205200060162
RNF185-AS1,0.3577023498694517,17.105327190955972
CCDC9B,0.9660574412532638,17.06586196054845
GLYCTK-AS1,0.8877284595300261,17.065397181250066
LETM2,0.8720626631853786,17.05905431082791
HSPA7,0.9190600522193212,17.051426462346008
PI4KAP2,0.42036553524804177,17.025590201358817
GABBR2,0.9399477806788512,17.017880333000626
DUSP8P5,0.9007832898172323,16.990171284841278
CCDC184,0.9608355091383812,16.98292619578135
AEBP1,0.9086161879895561,16.97637827566885
FAM218A,0.7963446475195822,16.951731302885836
ACSM3,0.8459530026109661,16.900482550271285
CEROX1,0.9242819843342036,16.888466638415423
DYNLRB2,0.8381201044386423,16.88260221727062
SUCLG2-AS1,0.8485639686684073,16.863587275983296
CFLAR-AS1,0.4151436031331593,16.85449673970996
CD36,0.97911227154047,16.82740284062181
RPL37A-DT,0.8903394255874674,16.82141538966267
SLC35G2,0.6161879895561357,16.793761021420885
KRT8P52,0.9738903394255874,16.789919757221025
ASS1P12,0.9086161879895561,16.785148934425017
AGAP6,0.7232375979112271,16.78338550708784
CCDC30,0.8093994778067886,16.753038152912207
LEF1,0.9477806788511749,16.73541754951942
FOXD2,0.7754569190600522,16.69544652987551
BMP6,0.9399477806788512,16.684988995666647
EGLN1P1,0.856396866840731,16.6699246784136
HAAO,0.9556135770234987,16.66142195125277
ARL4D,0.9268929503916449,16.66129892143856
PLCD4,0.9451697127937336,16.65661011851872
LINC00954,0.9686684073107049,16.641778190914934
PABPN1P2,0.9373368146214099,16.599797684305546
MIR924HG,0.7780678851174935,16.585649255669676
ITPRIP-AS1,0.9817232375979112,16.57618962995384
CD163L1,0.8642297650130548,16.568466091616155
ASPG,0.9634464751958225,16.56634724481559
NT5DC4,0.8328981723237598,16.538583516738747
PLEKHA2,0.804177545691906,16.535125011961224
PTX3,0.9869451697127938,16.53326589476858
KCTD13-DT,0.8590078328981723,16.49244733640455
MAP4K3-DT,0.6135770234986945,16.487061364537272
EEF1A1P3,0.9164490861618799,16.483315790193238
RPL32P32,0.835509138381201,16.4822221918445
RAB9B,0.8590078328981723,16.47568794171125
RCN1P2,0.6997389033942559,16.431000779188913
PRAL,0.9921671018276762,16.4025672221235
CRYZL2P,0.9033942558746736,16.396156001804513
LINC01534,0.7911227154046997,16.386286276707782
FHIP1A-DT,0.8772845953002611,16.3784533785356
TMC8,0.9556135770234987,16.373149426544444
NBPF10,0.48825065274151436,16.318578868945867
CLEC7A,0.9451697127937336,16.287643705657974
HMGB1P1,0.4464751958224543,16.283269312263343
CLHC1,0.6919060052219321,16.27631129276992
DOCK11,0.9138381201044387,16.261000915888577
CIRBP-AS1,0.8642297650130548,16.255669623938896
IPO9-AS1,0.34986945169712796,16.255068144847126
LINC02615,0.8877284595300261,16.24817847525049
LINC01977,0.9033942558746736,16.189493253865088
VGF,0.6579634464751958,16.15233824996926
SNHG25,0.38642297650130547,16.152283570051786
PLEKHD1,0.9608355091383812,16.125066641149438
SVOPL,0.9686684073107049,16.119557639468013
SYPL2,0.9843342036553525,16.0964006944347
KBTBD8,0.9295039164490861,16.096045274971654
HHEX,0.7754569190600522,16.09124711221695
MIR7109,0.3838120104438642,16.08766557762494
GVQW3,0.8981723237597912,16.086339589627162
UBAP1L,0.9869451697127938,16.06256749552319
TNFRSF6B,0.8067885117493473,16.057277213511504
MIR3605,0.33159268929503916,16.054925977061757
KCNJ12,0.9712793733681462,16.04356622421507
DNAH2,0.9425587467362925,16.015036977294294
C9orf50,0.8485639686684073,15.99476439790576
RPL18AP3,0.20887728459530025,15.987806378412335
TFPI2,0.7676240208877284,15.972878760953021
USP50,0.793733681462141,15.972058562191599
HSP90AB2P,0.8302872062663186,15.967178379560712
TBX4,0.9686684073107049,15.960603119489386
HAP1,0.9530026109660574,15.950364304950078
VMO1,0.8381201044386423,15.928888767377877
GPR3,0.95822454308094,15.877202575424146
NOVA1,0.8433420365535248,15.872841852008932
LINC00572,0.9843342036553525,15.871283474361972
HORMAD2-AS1,0.5326370757180157,15.85817396415724
SLURP1,0.8694516971279374,15.837354585594571
EEF1DP1,0.7728459530026109,15.8179705548644
LCA5,0.793733681462141,15.811504654628031
SNORD12C,0.835509138381201,15.810998865391634
EBF4,0.9007832898172323,15.80234576845795
CCT6B,0.7258485639686684,15.799215343184844
LINC01311,0.8981723237597912,15.750618566565835
KRT8P33,0.185378590078329,15.71946468360833
C15orf48,0.8511749347258486,15.68904897953598
NTRK3,0.9712793733681462,15.637950596694548
SCG5,0.9530026109660574,15.630869547386826
ZNF888,0.8746736292428199,15.596462209342105
HNRNPCP2,0.19843342036553524,15.586018345112308
GBP3,0.9477806788511749,15.567468183122958
IFI44L,0.9399477806788512,15.52915123098157
TUBB4A,0.9268929503916449,15.514141593646146
SYCP2,0.6971279373368147,15.495181332276248
HS3ST5,0.9295039164490861,15.480417754569167
MCCC1-AS1,0.2898172323759791,15.468825612073331
GTF2IP6,0.8590078328981723,15.446242806173307
AGAP9,0.8328981723237598,15.430153240468726
RPL4P6,0.9216710182767625,15.42724153486523
SH2B3,0.9138381201044387,15.4011318742909
ABCA17P,0.7911227154046997,15.37109892964072
FNBP1P1,0.8381201044386423,15.355146063729485
FBLN7,0.9556135770234987,15.352931527073522
FGR,0.9817232375979112,15.334709444588462
HELLPAR,0.8981723237597912,15.33233086818047
CEL,0.95822454308094,15.328475934001116
GDPD1,0.8433420365535248,15.327491695487543
MESP1,0.8485639686684073,15.281724604595917
LINC00663,0.9112271540469974,15.269913742430132
DLEU2,0.38642297650130547,15.24830150506476
EBLN2,0.8224543080939948,15.214960425409787
IGFALS,0.9634464751958225,15.213962516916562
GPR135,0.8694516971279374,15.187497436878926
MAFIP,0.6109660574412533,15.172610829357584
RBM43,0.8224543080939948,15.163793692671574
H2AC10P,0.7571801566579635,15.15351386819414
LINC02568,0.9216710182767625,15.131450521509695
SERPINF2,0.8798955613577023,15.131341161674797
SYN3,0.9347258485639687,15.098000082019832
KIAA1549L,0.9947780678851175,15.082511995406868
FOXO6,0.6475195822454308,15.078041912156653
HELZ-AS1,0.4255874673629243,15.074378357688692
PSD2,0.9738903394255874,15.05131710251132
HPCAL4,0.9947780678851175,15.04768088800183
MYH3,0.9895561357702349,15.046956379095858
ANKRD18A,0.7728459530026109,15.028296857271862
ATP6V0D2,0.9425587467362925,15.011428102743581
WDR86,0.5744125326370757,14.992372151518051
SOAT2,0.9556135770234987,14.971306713327033
LINC02777,0.9321148825065274,14.970226784957593
LINC01004,0.7441253263707572,14.966590570448302
PA2G4P6,0.9321148825065274,14.951950022555446
CDH5,0.9895561357702349,14.919634191352408
RBPMS2,0.8616187989556136,14.903544625647548
CFAP418,0.7728459530026109,14.883094336527462
LINC00628,0.95822454308094,14.863013136850464
ULBP3,0.9086161879895561,14.859281232485298
HOXC6,0.8067885117493473,14.859199212609228
DSEL,0.9138381201044387,14.859199212609115
INE2,0.8668407310704961,14.857722854838418
ZFHX2,0.7180156657963447,14.82249531803211
TAPT1-AS1,0.8328981723237598,14.814074610747287
ANO7L1,0.8746736292428199,14.806050332864181
ZNF189,0.8015665796344648,14.794048090987372
ALG10,0.608355091383812,14.782975407707175
VTN,0.9712793733681462,14.779434883053305
TMEM249,0.9164490861618799,14.753885691632563
LINC00592,0.825065274151436,14.743455497382199
CYP2E1,0.9660574412532638,14.736319768157177
FLRT2,0.9869451697127938,14.736251418260416
BSN,0.9686684073107049,14.725657184257685
CRPPA,0.793733681462141,14.724536245950402
LINC01778,0.9060052219321149,14.724126146569452
SLC39A5,0.9869451697127938,14.711700135332606
NINJ2-AS1,0.8955613577023499,14.690662037100342
TNFAIP6,0.9947780678851175,14.688269790712681
ZNF257,0.7336814621409922,14.676199198939264
ARL6,0.7023498694516971,14.672316924801427
EID3,0.9347258485639687,14.669938348393062
MAK,0.6005221932114883,14.665331565349321
SLC16A10,0.8903394255874674,14.662556559539572
APOBEC3H,0.9373368146214099,14.661175891624426
TMEM30A-DT,0.8537859007832899,14.657922436537037
JAKMIP1,0.95822454308094,14.643008489057193
TTBK1,0.9869451697127938,14.59009199896085
C3orf80,0.9033942558746736,14.58883436086006
NPTX1,0.9869451697127938,14.57824012685756
CHAC2,0.6762402088772846,14.577515617951404
CASS4,0.9451697127937336,14.5505720886361
SH3TC1,0.9765013054830287,14.54972454991592
ARHGEF17-AS1,0.8120104438642297,14.528276352302502
CHRM4,0.9686684073107049,14.528208002406037
PRDM5,0.9268929503916449,14.517463398630108
FSTL1,0.9712793733681462,14.517053299249632
FSD2,0.5039164490861618,14.50252211119163
ITGA6-AS1,0.7597911227154047,14.491900537230158
ZNF529-AS1,0.6997389033942559,14.487621833691014
PFKFB1,0.9138381201044387,14.485981436167968
FAM153CP,0.8798955613577023,14.459147266687642
IGSF5,0.7989556135770235,14.4478695337169
C4orf47,0.8224543080939948,14.446119776359128
B4GALT1-AS1,0.40992167101827676,14.409894331059581
MUC5B-AS1,0.9138381201044387,14.4098943310595
CSPG4,0.97911227154047,14.397522999740433
IBSP,0.9608355091383812,14.39418752477676
ZNF546,0.9268929503916449,14.392738506964877
RAB6C-AS1,0.7232375979112271,14.390414610473986
LRRC49,0.8093994778067886,14.384386149576873
ZRSR2P1,0.7676240208877284,14.37999808620285
RPRM,0.8929503916449086,14.377578499856652
LYSMD1,0.5248041775456919,14.37726409033124
LRFN5,0.9164490861618799,14.343198501770319
TRAF1,0.9686684073107049,14.328571623856751
SOX6,0.2506527415143603,14.328024824682515
GASK1A,0.9660574412532638,14.321080475168444
ANO4,0.9660574412532638,14.297158011291463
MIR99AHG,0.7702349869451697,14.29415061583249
C1orf147,0.7859007832898173,14.285183109373442
SMIM10L2A,0.95822454308094,14.28052164641247
MCMDC2,0.5117493472584856,14.277473241015405
RBM22P13,0.9634464751958225,14.238090030484097
TMEM176B,0.9738903394255874,14.22966932319908
RASGEF1C,0.9477806788511749,14.227154046997317
MAP9,0.5117493472584856,14.200688966959651
N4BP2L1,0.8798955613577023,14.196218883709586
SNAI3,0.9530026109660574,14.17768239169953
SOX8,0.97911227154047,14.147129987833734
PALM,0.7127937336814621,14.141566306234978
ST3GAL1-DT,0.8433420365535248,14.14096482714316
CEP290,0.5091383812010444,14.12806036662886
TBXAS1,0.8929503916449086,14.110590133008897
CCL3L1,0.9686684073107049,14.108553306084358
CCL3L3,0.9686684073107049,14.108553306084358
GLCCI1-DT,0.4699738903394256,14.107199978128094
C5orf46,0.9921671018276762,14.100570038139034
TOMM40P4,0.6449086161879896,14.074104958101469
BISPR,0.9268929503916449,14.056060585348376
TDRD12,0.9425587467362925,14.04404467349255
TATDN2P2,0.9373368146214099,14.040517818817976
ST3GAL1P1,0.9895561357702349,14.023594384372517
LINC01145,0.741514360313316,14.014558528016634
RPLP0P6,0.19321148825065274,13.989132366410102
CCDC138,0.5744125326370757,13.984935682747148
KIF26B,0.9843342036553525,13.98191461730889
GSDMD,0.9817232375979112,13.955859636651997
SNORD68,0.5352480417754569,13.954492638716085
SLC25A48,0.9686684073107049,13.93417904938954
DSG1,0.9817232375979112,13.92783617896725
COL6A3,0.9660574412532638,13.926974970267892
TMEM151A,0.9869451697127938,13.926769920577689
MYCBP2-AS1,0.4046997389033943,13.903011496452683
CDKL2,0.9242819843342036,13.900236490642826
CCDC83,0.7911227154046997,13.889997676103508
CD37,0.39947780678851175,13.881713668612381
RNASE1,0.9477806788511749,13.877325605238356
LRRC37A2,0.6553524804177546,13.87125613440317
ADAP2,0.9295039164490861,13.868686178283895
CTSZ,0.9086161879895561,13.865090973712535
TBX5,0.9895561357702349,13.856697606386497
NUS1P2,0.8537859007832899,13.852063483384175
ZNF726,0.6422976501305483,13.843342036553526
C20orf144,0.9242819843342036,13.842139078369856
C17orf113,0.8903394255874674,13.821962188837208
EFCAB10,0.31070496083550914,13.819159843068629
SMG1P5,0.4595300261096606,13.802468798272166
LINC02021,0.9373368146214099,13.795524448758123
KCNJ14,0.9060052219321149,13.774103591103506
AKR1B10,0.97911227154047,13.753543942148797
PEF1-AS1,0.2506527415143603,13.734966440200678
CSPG5,0.9112271540469974,13.726996842234668
FNDC4,0.9817232375979112,13.709075499295983
ZNF92,0.5953002610966057,13.685836534386798
ZDBF2,0.9060052219321149,13.661490301149682
INSL3,0.9373368146214099,13.660246333027967
PPP1R9B,0.6579634464751958,13.66021899306927
RPL7P7,0.9921671018276762,13.65782674668148
MESTIT1,0.4073107049608355,13.653575383101185
LINC01816,0.608355091383812,13.64321353874745
UBA52P6,0.8903394255874674,13.640862302298062
SNCG,0.9321148825065274,13.637554167293274
ERLNC1,0.6971279373368147,13.627411042609308
SPATA17,0.7467362924281984,13.611034407337993
GPR78,0.9608355091383812,13.60501961642006
FAM149A,0.95822454308094,13.591035227537029
CHKB-DT,0.8015665796344648,13.588793350922005
LDHB,0.9608355091383812,13.58552622585533
DRAIC,0.9216710182767625,13.58441895752732
CDH4,0.9086161879895561,13.553196724673096
ZFP57,0.9765013054830287,13.55046272880127
UBBP4,0.28720626631853785,13.524011318742948
PPP1R14BP3,0.2193211488250653,13.515686301313687
PRIMPOL,0.660574412532637,13.508673601902915
GNA15,0.9686684073107049,13.495181332276337
ZNF222,0.9007832898172323,13.494702882998606
INSYN2A,0.9451697127937336,13.491408417973348
TRDMT1,0.7258485639686684,13.49005509001678
CYP2F2P,0.7545691906005222,13.46741760419941
EFCAB13,0.660574412532637,13.460404904788593
ATXN7L3-AS1,0.32114882506527415,13.457110439763232
INKA1,0.9660574412532638,13.45177914781351
HSD17B14,0.9634464751958225,13.426229956392772
RBFADN,0.9112271540469974,13.410564160047986
FKBP7,0.8877284595300261,13.406408486323366
DNM3,0.9007832898172323,13.400475715281614
SHBG,0.9608355091383812,13.375815072519213
GOLGA6L9,0.6005221932114883,13.375076893633867
MIR6789,0.34464751958224543,13.368405943707002
TTYH1,0.9556135770234987,13.365521578062536
MIR4444-1,0.3342036553524804,13.348119694339246
PCDHGB8P,0.9817232375979112,13.308572444055844
FMNL1,0.8746736292428199,13.294355665522913
LINC02656,0.9399477806788512,13.277268191324948
HOXA10-AS,0.8328981723237598,13.275614123822693
SEPTIN6,0.9556135770234987,13.249613823083074
RAB6B,0.8981723237597912,13.232430659029731
TAS1R1,0.9921671018276762,13.224023621724559
TNNI2,0.9503916449086162,13.198187360737023
CA13,0.9242819843342036,13.196642653069482
TRMT13,0.6318537859007833,13.187306057167817
C5AR1,0.7806788511749347,13.184066272059898
PLAAT2,0.8276762402088773,13.17088841195852
BCAN-AS1,0.95822454308094,13.155919784561195
GCC2-AS1,0.6553524804177546,13.143042664005701
HOXA11,0.8851174934725848,13.13281751944547
LAMB2P1,0.9738903394255874,13.1295230544201
CYP3A5,0.9060052219321149,13.112189520593741
BICRA,0.6214099216710183,13.098888630678184
HNRNPA1P16,0.9138381201044387,13.094596257159607
CCDC71,0.9295039164490861,13.089729744508103
MAP1LC3B2,0.4725848563968668,13.088144026902519
TMEM253,0.9190600522193212,13.041953166650792
HSDL2-AS1,0.412532637075718,13.04103727803371
LINC02533,0.9738903394255874,13.012713080803048
AKNAD1,0.8825065274151436,13.011769852227554
ZEB1-AS1,0.762402088772846,13.009445955736687
CYP2U1-AS1,0.6736292428198434,13.004306043497891
AOC2,0.9608355091383812,13.003827594220386
ZNF731P,0.7154046997389034,13.0029390455621
KLHDC7B,0.9895561357702349,12.987984088144284
ENG,0.95822454308094,12.981039738630024
MIR939,0.3968668407310705,12.975954506308712
IL2RB,0.9869451697127938,12.970855604008005
JAM2,0.9112271540469974,12.909162987163908
TMC5,0.9373368146214099,12.90268341694806
AFAP1L1,0.9869451697127938,12.875671537735986
PRICKLE2-AS3,0.7780678851174935,12.852295873033139
TCIM,0.9608355091383812,12.848645988544616
LINC00324,0.9712793733681462,12.848372588957352
CAPN12,0.42036553524804177,12.833677361147148
SYT16,0.9634464751958225,12.825817123016126
ACTG1P20,0.4699738903394256,12.823288176834833
KCND1,0.9738903394255874,12.8141156206855
PLBD1-AS1,0.7389033942558747,12.802482468251473
ZNF521,0.9895561357702349,12.79598922805644
MSS51,0.9608355091383812,12.781813459461695
ROBO3,0.9451697127937336,12.772914302899432
SNORA48,0.7519582245430809,12.7519718945225
LINC02247,0.8485639686684073,12.747816220797526
CCDC7,0.6710182767624021,12.73120719587713
CATIP,0.9242819843342036,12.712602353970416
LINC02606,0.9765013054830287,12.689472748896215
LINC02600,0.9817232375979112,12.665974054379335
C4orf33,0.5691906005221932,12.651688925949742
TAFA5,0.9242819843342036,12.643815017839271
ZNF451-AS1,0.5221932114882507,12.627834811969421
KIAA2012,0.9686684073107049,12.598184626741295
UTS2,0.6449086161879896,12.582477820458456
TCL6,0.9895561357702349,12.579607124793482
EMSLR,0.7258485639686684,12.554604732546881
CLTRN,0.8537859007832899,12.535042992085081
AS3MT,0.9033942558746736,12.53399040367447
TTC36-AS1,0.6318537859007833,12.506664114937163
IL36RN,0.9686684073107049,12.490588219211748
DUSP9,0.8485639686684073,12.481155933454493
FAM66C,0.8642297650130548,12.48002132516773
ATG4C,0.5300261096605744,12.46763632386917
WBP2NL,0.9060052219321149,12.46241439175435
H4C10P,0.9373368146214099,12.447883203696327
CDK13-DT,0.8825065274151436,12.434732683553674
LINC01213,0.8093994778067886,12.433051276092561
LUZP2,0.9033942558746736,12.416852350553073
SYNPO,0.9556135770234987,12.412245567509114
CACNA2D3,0.9686684073107049,12.412054187798104
GP6-AS1,0.7467362924281984,12.402157122742754
PPP1R21-DT,0.9060052219321149,12.397673369513226
RPS28P5,0.9556135770234987,12.396128661845731
LINC00271,0.7258485639686684,12.381501783932324
RUFY1-AS1,0.31592689295039167,12.380667915191426
HPD,0.8302872062663186,12.376184161961925
KCNK3,0.9712793733681462,12.369827621560386
LINC01271,0.9556135770234987,12.352945197052795
BDKRB1,0.9921671018276762,12.336213142318153
SOGA3,0.9503916449086162,12.332549587850192
TMIE,0.9817232375979112,12.327874454909665
MIR1287,0.556135770234987,12.321285524858837
EFCAB6-DT,0.9477806788511749,12.306945716511864
SERPINB9,0.9451697127937336,12.302967752518727
PNCK,0.6475195822454308,12.269900072450938
CEACAM16-AS1,0.8955613577023499,12.265006219840595
LINC02910,0.9712793733681462,12.256161743195886
PTGDR2,0.32114882506527415,12.23807636050469
PTPRB,0.9268929503916449,12.222055144696778
GTF2IP7,0.8955613577023499,12.216464123139183
MAP3K15,0.6684073107049608,12.20211064481295
PKLR,0.8616187989556136,12.200087487867929
AP1S2,0.4934725848563969,12.188454335433935
PDE6G,0.9686684073107049,12.183232403319058
EFCAB7,0.7780678851174935,12.182671934165429
UQCRHL,0.39947780678851175,12.178967369759276
MTHFD2L,0.556135770234987,12.166555028501945
IRAK1BP1,0.6240208877284595,12.143042664005614
FANCB,0.7362924281984334,12.127786967041652
LINC01948,0.9007832898172323,12.121375746722613
HTR7P1,0.9242819843342036,12.094158817820235
FAM185BP,0.7180156657963447,12.076141785025834
ARMC2,0.7049608355091384,12.069580194933943
EPHA8,0.9738903394255874,12.062239416018564
LINC00632,0.8459530026109661,12.040299099148287
GPR63,0.9817232375979112,12.03052506390691
CALHM1,0.9712793733681462,11.990239634738158
ARL14EPP1,0.4151436031331593,11.987765368474296
HCAR2,0.9477806788511749,11.972550681448478
DCTN1-AS1,0.2454308093994778,11.96581138162481
PGR-AS1,0.6762402088772846,11.96181974765221
ALG1L13P,0.8981723237597912,11.952537831667913
RBM26-AS1,0.9268929503916449,11.949667136002551
RN7SKP241,0.9634464751958225,11.9205774199279
ZNF684,0.7911227154046997,11.917966453870651
CRISP3,0.9451697127937336,11.917652044345477
ENTPD2,0.6736292428198434,11.908739217803834
FAM124A,0.9634464751958225,11.893565540715958
TMEM163,0.9530026109660574,11.892759011933949
TEX13C,0.9738903394255874,11.83790138476887
PRX,0.9712793733681462,11.823506896504504
S100A5,0.9921671018276762,11.810739135783813
BCAN,0.8381201044386423,11.803603406558794
H3C13,0.8537859007832899,11.800760050852437
FUT9,0.825065274151436,11.800650691017514
FERMT3,0.5953002610966057,11.793145872349703
A2M-AS1,0.9530026109660574,11.784602135250932
BMP8B,0.7989556135770235,11.782606318264461
OR51P1P,0.9947780678851175,11.781321340204864
TMEM238L,0.9712793733681462,11.763030907823289
PRR34,0.6057441253263708,11.760392601807158
VPS13B-DT,0.720626631853786,11.750973986029317
HTATSF1P2,0.9007832898172323,11.735827648900278
BRWD3,0.8929503916449086,11.724180826486965
TXLNB,0.9347258485639687,11.699793583311603
FNDC5,0.9425587467362925,11.699192104219941
SV2B,0.9634464751958225,11.690361297554487
SOWAHD,0.9451697127937336,11.68493431574921
SNORD10,0.7180156657963447,11.667163342583347
RPS6KA6,0.8929503916449086,11.661531311087742
RN7SL1,0.5509138381201044,11.660806802181828
AVIL,0.8485639686684073,11.656514428663236
CDA,0.9477806788511749,11.641340751575365
SPAG8,0.8851174934725848,11.62376115812066
NBPF4,0.835509138381201,11.616420379205186
SNORA64,0.7362924281984334,11.6160786297212
RNF180,0.8798955613577023,11.600754582860539
SPRR1B,0.9738903394255874,11.594110972892478
LINC00365,0.9451697127937336,11.585020436619105
IL23A,0.9086161879895561,11.561221002556296
LY6G6C,0.9268929503916449,11.541536232280265
PGAM1P8,0.9268929503916449,11.532760105532292
SLC23A1,0.9660574412532638,11.52900086120863
FRMPD3,0.9843342036553525,11.52648558500661
TEKT3,0.9843342036553525,11.525296296802559
SERPINA6,0.9817232375979112,11.500580974122762
SERPIND1,0.9921671018276762,11.496603010129197
ZNF876P,0.8224543080939948,11.477683758697557
SCGB1D2,0.9477806788511749,11.471682637759283
TRPC6,0.9425587467362925,11.470835099038986
AP4S1,0.6553524804177546,11.459940125490425
RPS15P4,0.206266318537859,11.447008325017478
AATBC,0.9765013054830287,11.441239593728213
HDAC9,0.9738903394255874,11.434226894317515
LRRK1,0.9060052219321149,11.431479228466328
RPL22L1,0.5691906005221932,11.42236135223433
CTSO,0.9216710182767625,11.415786092163021
SNX25P1,0.8877284595300261,11.406558856096169
AGER,0.9242819843342036,11.397058220442194
NCAM1,0.9817232375979112,11.388487143384534
GNG10P1,0.9947780678851175,11.382007573168629
MT-TT,0.5091383812010444,11.375199923448125
CDKL3,0.6710182767624021,11.370196711002972
PLA2G4E-AS1,0.97911227154047,11.364865419053247
IYD,0.9712793733681462,11.357442620261597
DEPDC4,0.7702349869451697,11.294998154552731
CEP295NL,0.5822454308093995,11.294246305688123
ITGB1-DT,0.9321148825065274,11.278908588848061
IRF8,0.9738903394255874,11.270296501852274
RPL13AP12,0.8590078328981723,11.267166076579164
