,zero_rate,variance
AP1M2P1,0.9817232375979112,0.017989692835563696
HNRNPCL2,0.9817232375979112,0.017989692835563696
BCAP31P2,0.9817232375979112,0.017989692835563693
SLC25A5P8,0.9817232375979112,0.01798969283556369
UBA52P7,0.9817232375979112,0.017989692835563686
RPL9P7,0.9817232375979112,0.017989692835563682
EIF2S2P1,0.9817232375979112,0.017989692835563682
SUMO2P6,0.9817232375979112,0.01798969283556368
RTEL1P1,0.9817232375979112,0.017989692835563672
RPL8P1,0.9817232375979112,0.017989692835563672
PSMC1P8,0.9817232375979112,0.01798969283556367
ZCRB1P1,0.9817232375979112,0.01798969283556367
PSMD4P1,0.9817232375979112,0.01798969283556365
TCP1P3,0.9817232375979112,0.017989692835563637
UBBP3,0.9817232375979112,0.017989692835563637
SNRPCP8,0.9817232375979112,0.017989692835563603
ACTG1P19,0.9817232375979112,0.0179896928355636
PPIAP66,0.9817232375979112,0.0179896928355636
MIR7108,0.9817232375979112,0.017989692835563592
FGF7,0.9921671018276762,0.015597446447855903
PRKAR2B-AS1,0.9921671018276762,0.015597446447855903
OSTCP1,0.9921671018276762,0.015597446447855903
MIR1539,0.9921671018276762,0.015597446447855903
VDAC1P5,0.9921671018276762,0.015597446447855903
CCL16,0.9921671018276762,0.015597446447855903
TF,0.9921671018276762,0.0155974464478559
RN7SL166P,0.9921671018276762,0.0155974464478559
RPS15P9,0.9921671018276762,0.0155974464478559
TOMM20P1,0.9921671018276762,0.0155974464478559
RPS26P43,0.9921671018276762,0.0155974464478559
LST1,0.9921671018276762,0.0155974464478559
LINC01600,0.9921671018276762,0.0155974464478559
ANKRD44-IT1,0.9921671018276762,0.0155974464478559
GYG2P1,0.9921671018276762,0.015597446447855897
RPL23AP12,0.9921671018276762,0.015597446447855897
SBSPON,0.9921671018276762,0.015597446447855897
EPN2-AS1,0.9921671018276762,0.015597446447855897
RPS20P4,0.9921671018276762,0.015597446447855897
ZMYND19P1,0.9921671018276762,0.015597446447855897
CHORDC1P4,0.9921671018276762,0.015597446447855897
KRT17P3,0.9921671018276762,0.015597446447855896
DUX4L9,0.9921671018276762,0.015597446447855896
RPS8P4,0.9921671018276762,0.015597446447855894
BNIP3P10,0.9921671018276762,0.015597446447855894
ALAS2,0.9921671018276762,0.015597446447855894
TM4SF20,0.9921671018276762,0.015597446447855894
SNORA63E,0.9921671018276762,0.015597446447855894
RNU6-1266P,0.9921671018276762,0.015597446447855894
PRDX3P4,0.9921671018276762,0.015597446447855894
OR10AC1,0.9921671018276762,0.015597446447855894
HNRNPA1P27,0.9921671018276762,0.015597446447855894
KCNH6,0.9921671018276762,0.015597446447855894
RPL35AP23,0.9921671018276762,0.015597446447855894
RNU6-312P,0.9921671018276762,0.015597446447855894
SLFN13,0.9921671018276762,0.015597446447855894
RNU6-501P,0.9921671018276762,0.01559744644785589
MIR1296,0.9921671018276762,0.01559744644785589
RPS29P11,0.9921671018276762,0.01559744644785589
SNORA69,0.9921671018276762,0.01559744644785589
SNORA19,0.9921671018276762,0.01559744644785589
SRSF9P1,0.9921671018276762,0.01559744644785589
RPS3AP44,0.9921671018276762,0.01559744644785589
RPL21P8,0.9921671018276762,0.01559744644785589
MIR1294,0.9921671018276762,0.01559744644785589
LINC00350,0.9921671018276762,0.01559744644785589
SNORD62A,0.9921671018276762,0.01559744644785589
MIR583HG,0.9921671018276762,0.01559744644785589
PHBP1,0.9921671018276762,0.015597446447855889
RPL15P20,0.9921671018276762,0.015597446447855889
TRBV6-6,0.9921671018276762,0.015597446447855889
PRADC1P1,0.9921671018276762,0.015597446447855889
GUSBP14,0.9921671018276762,0.015597446447855889
MRPL48P1,0.9921671018276762,0.015597446447855889
RPS15AP14,0.9921671018276762,0.015597446447855889
DUX4L34,0.9921671018276762,0.015597446447855889
YWHAQP8,0.9921671018276762,0.015597446447855889
MIR590,0.9921671018276762,0.015597446447855889
LINC01892,0.9921671018276762,0.015597446447855889
PLB1,0.9921671018276762,0.015597446447855889
HNRNPABP1,0.9921671018276762,0.015597446447855889
RSU1P1,0.9921671018276762,0.015597446447855889
ARMC8P1,0.9921671018276762,0.015597446447855887
MCUR1P1,0.9921671018276762,0.015597446447855887
DNAH17-AS1,0.9921671018276762,0.015597446447855887
ANKRD49P2,0.9921671018276762,0.015597446447855887
SCARNA18B,0.9921671018276762,0.015597446447855887
SNORD88A,0.9921671018276762,0.015597446447855887
METTL8P1,0.9921671018276762,0.015597446447855884
RNU4-36P,0.9921671018276762,0.015597446447855884
BTBD19,0.9921671018276762,0.015597446447855884
REC114,0.9921671018276762,0.015597446447855884
TPRKBP2,0.9921671018276762,0.015597446447855884
HSPE1P4,0.9921671018276762,0.015597446447855884
MIR4799,0.9921671018276762,0.015597446447855884
NUP50P1,0.9921671018276762,0.015597446447855884
KRT77,0.9921671018276762,0.015597446447855882
RNU6-100P,0.9921671018276762,0.015597446447855882
OR7A19P,0.9921671018276762,0.01559744644785588
RPS27P21,0.9921671018276762,0.01559744644785588
LY75,0.9921671018276762,0.01559744644785588
TNIP2P1,0.9921671018276762,0.01559744644785588
RNU6-886P,0.9921671018276762,0.01559744644785588
RERE-AS1,0.9921671018276762,0.01559744644785588
TMEM74,0.9921671018276762,0.01559744644785588
SOWAHCP2,0.9921671018276762,0.015597446447855877
RNU6-118P,0.9921671018276762,0.015597446447855875
LINC01227,0.9921671018276762,0.015597446447855875
UFM1P3,0.9921671018276762,0.015597446447855873
GNAT1,0.9921671018276762,0.015597446447855873
PHYHD1,0.9921671018276762,0.01559744644785587
RNU6-518P,0.9921671018276762,0.01559744644785587
HSPE1P6,0.9843342036553525,0.015460746654272557
HMGB1P26,0.9843342036553525,0.01546074665427254
RNU6-268P,0.9843342036553525,0.01546074665427254
MIR6726,0.9843342036553525,0.01546074665427254
MIR1244-2,0.9843342036553525,0.01546074665427254
MIR6762,0.9843342036553525,0.015460746654272538
ZDHHC20P4,0.9843342036553525,0.015460746654272538
RNU7-18P,0.9843342036553525,0.015460746654272538
MKRN5P,0.9843342036553525,0.015460746654272536
COX5AP1,0.9843342036553525,0.015460746654272536
ACTR1AP1,0.9843342036553525,0.015460746654272533
BRIX1P1,0.9843342036553525,0.015460746654272533
DPP3P1,0.9843342036553525,0.015460746654272533
ZNF415,0.9843342036553525,0.015460746654272531
PDCD5P2,0.9843342036553525,0.01546074665427253
BTF3P13,0.9843342036553525,0.015460746654272524
VDAC1P6,0.9843342036553525,0.015460746654272522
DDX10P2,0.9843342036553525,0.015460746654272519
RPL12P6,0.9843342036553525,0.015460746654272517
RNA5SP477,0.9843342036553525,0.015460746654272517
SDHCP2,0.9843342036553525,0.015460746654272512
NT5DC1P2,0.9843342036553525,0.015460746654272512
SDCBPP3,0.9843342036553525,0.01546074665427251
GAPDHP14,0.9843342036553525,0.015460746654272509
LIVAR,0.9843342036553525,0.015460746654272509
PPIAP46,0.9843342036553525,0.015460746654272509
NFYBP1,0.9843342036553525,0.015460746654272509
RNU6-307P,0.9843342036553525,0.015460746654272505
RPS11P7,0.9843342036553525,0.015460746654272505
RPS4XP6,0.9843342036553525,0.015460746654272503
RNF126P1,0.9843342036553525,0.015460746654272503
PMS2P11,0.9843342036553525,0.015460746654272502
MIR4760,0.9843342036553525,0.015460746654272502
FUNDC2P2,0.9843342036553525,0.015460746654272498
RPL21P4,0.9843342036553525,0.015460746654272498
ELOCP2,0.9843342036553525,0.015460746654272498
TFDP1P2,0.9843342036553525,0.015460746654272498
RPL7P36,0.9843342036553525,0.015460746654272498
RANBP20P,0.9843342036553525,0.015460746654272498
CEACAM8,0.9843342036553525,0.015460746654272496
RPL26P6,0.9843342036553525,0.015460746654272496
DNAJC8P1,0.9843342036553525,0.015460746654272493
RBMXP3,0.9843342036553525,0.015460746654272493
HNRNPA1P43,0.9843342036553525,0.015460746654272493
SUPT4H1P1,0.9843342036553525,0.015460746654272493
HSPE1P7,0.9843342036553525,0.015460746654272491
GLTPP1,0.9843342036553525,0.015460746654272491
RPS27AP1,0.9843342036553525,0.015460746654272491
RNU6-469P,0.9843342036553525,0.015460746654272491
HNRNPA3P5,0.9843342036553525,0.01546074665427249
RPS26P28,0.9843342036553525,0.01546074665427249
DDX18P5,0.9843342036553525,0.015460746654272486
CHRNG,0.9843342036553525,0.015460746654272484
WBP11P1,0.9843342036553525,0.015460746654272484
RRN3P1,0.9843342036553525,0.015460746654272484
U2AF1L5,0.9843342036553525,0.015460746654272483
NDUFA5P11,0.9843342036553525,0.015460746654272483
NACAP8,0.9843342036553525,0.015460746654272479
HMGB1P9,0.9843342036553525,0.015460746654272479
EIF4A2P3,0.9843342036553525,0.015460746654272477
RPL21P34,0.9843342036553525,0.015460746654272477
PKD1P2,0.9843342036553525,0.015460746654272477
TUBG1P,0.9843342036553525,0.015460746654272477
PSMC1P2,0.9843342036553525,0.015460746654272476
RPL7P44,0.9843342036553525,0.015460746654272476
HMGN2P23,0.9843342036553525,0.015460746654272476
HNRNPA1P67,0.9843342036553525,0.015460746654272476
KATNBL1P6,0.9843342036553525,0.015460746654272472
ATP1B3P1,0.9843342036553525,0.015460746654272472
RALBP1P1,0.9843342036553525,0.015460746654272472
MIR6753,0.9843342036553525,0.01546074665427247
HMGB1P4,0.9843342036553525,0.01546074665427247
NUTF2P4,0.9843342036553525,0.01546074665427247
COX11P1,0.9843342036553525,0.01546074665427247
ATP5PBP6,0.9843342036553525,0.015460746654272469
IDI1P1,0.9843342036553525,0.015460746654272465
DYNLL1P3,0.9843342036553525,0.015460746654272465
MIR2861,0.9843342036553525,0.015460746654272465
MIR6787,0.9843342036553525,0.015460746654272462
RPL15P13,0.9843342036553525,0.015460746654272458
FDPSP4,0.9843342036553525,0.01546074665427243
BCRP8,0.9947780678851175,0.013027490328489603
KCNH1-IT1,0.9947780678851175,0.013027490328489603
TMEM108,0.9947780678851175,0.0130274903284896
RSL24D1P6,0.9947780678851175,0.0130274903284896
C5orf47,0.9947780678851175,0.0130274903284896
PRL,0.9947780678851175,0.0130274903284896
FGF12-AS1,0.9947780678851175,0.0130274903284896
STK33,0.9947780678851175,0.0130274903284896
ROBO4,0.9947780678851175,0.013027490328489598
HSPD1P7,0.9947780678851175,0.013027490328489598
CD84,0.9947780678851175,0.013027490328489598
RNU6-94P,0.9947780678851175,0.013027490328489598
ADAMTS5,0.9947780678851175,0.013027490328489598
FAM107A,0.9947780678851175,0.013027490328489598
LINC02183,0.9947780678851175,0.013027490328489598
APOBEC3G,0.9947780678851175,0.013027490328489598
MILR1,0.9947780678851175,0.013027490328489598
LINC01013,0.9947780678851175,0.013027490328489598
RPS16P9,0.9947780678851175,0.013027490328489598
RNU6-1061P,0.9947780678851175,0.013027490328489598
LINC01356,0.9947780678851175,0.013027490328489598
MIR4633,0.9947780678851175,0.013027490328489598
TMPRSS11A,0.9947780678851175,0.013027490328489598
MIR6874,0.9947780678851175,0.013027490328489598
MAS1,0.9947780678851175,0.013027490328489598
WDR95P,0.9947780678851175,0.013027490328489598
CMA1,0.9947780678851175,0.013027490328489598
PRELID2P1,0.9947780678851175,0.013027490328489596
CRHR2,0.9947780678851175,0.013027490328489596
ALPK2,0.9947780678851175,0.013027490328489596
PON1,0.9947780678851175,0.013027490328489596
INSM1,0.9947780678851175,0.013027490328489596
LINC02381,0.9947780678851175,0.013027490328489596
BMS1P14,0.9947780678851175,0.013027490328489596
IL12RB2,0.9947780678851175,0.013027490328489596
TBC1D3P1,0.9947780678851175,0.013027490328489596
SCGB3A1,0.9947780678851175,0.013027490328489596
GALNT17,0.9947780678851175,0.013027490328489596
FCRL6,0.9947780678851175,0.013027490328489592
SNORA55,0.9947780678851175,0.013027490328489592
IMPG1,0.9947780678851175,0.013027490328489592
RN7SL430P,0.9947780678851175,0.013027490328489592
MIR7-1,0.9947780678851175,0.013027490328489592
RNU6-430P,0.9947780678851175,0.013027490328489592
RNA5SP101,0.9947780678851175,0.013027490328489592
CICP9,0.9947780678851175,0.013027490328489592
RPS29P7,0.9947780678851175,0.013027490328489592
TRAV32,0.9947780678851175,0.013027490328489592
PLCL2-AS1,0.9947780678851175,0.013027490328489592
MIR4634,0.9947780678851175,0.013027490328489592
RNU6-30P,0.9947780678851175,0.013027490328489592
RPSAP31,0.9947780678851175,0.013027490328489592
C12orf56,0.9947780678851175,0.01302749032848959
MIR548L,0.9947780678851175,0.01302749032848959
SCARNA7,0.9947780678851175,0.01302749032848959
OR8B2,0.9947780678851175,0.01302749032848959
TIMM9P2,0.9947780678851175,0.01302749032848959
RNA5SP474,0.9947780678851175,0.01302749032848959
KCNV2,0.9947780678851175,0.01302749032848959
SPRR2G,0.9947780678851175,0.01302749032848959
MIR571,0.9947780678851175,0.01302749032848959
GLRX5P2,0.9947780678851175,0.01302749032848959
DDC-AS1,0.9947780678851175,0.01302749032848959
FMR1-IT1,0.9947780678851175,0.01302749032848959
NDUFAB1P1,0.9947780678851175,0.01302749032848959
TUBB8P2,0.9947780678851175,0.01302749032848959
EIF4BP2,0.9947780678851175,0.01302749032848959
MIR548AA1,0.9947780678851175,0.01302749032848959
MIR548D1,0.9947780678851175,0.01302749032848959
RNU6-678P,0.9947780678851175,0.013027490328489589
H1-1,0.9947780678851175,0.013027490328489589
RPL36P2,0.9947780678851175,0.013027490328489589
MIR5004,0.9947780678851175,0.013027490328489589
MIR3674,0.9947780678851175,0.013027490328489589
MIR572,0.9947780678851175,0.013027490328489589
C11orf21,0.9947780678851175,0.013027490328489589
TUBA3GP,0.9947780678851175,0.013027490328489589
SLC6A12-AS1,0.9947780678851175,0.013027490328489589
MT1M,0.9947780678851175,0.013027490328489589
RNU7-77P,0.9947780678851175,0.013027490328489589
LINC01901,0.9947780678851175,0.013027490328489589
SNORD1C,0.9947780678851175,0.013027490328489589
TMEM239,0.9947780678851175,0.013027490328489589
ASPA,0.9947780678851175,0.013027490328489589
MIR367,0.9947780678851175,0.013027490328489589
ATP11A-AS1,0.9947780678851175,0.013027490328489589
RPS3AP34,0.9947780678851175,0.013027490328489589
SH2D1B,0.9947780678851175,0.013027490328489589
PGAP4,0.9947780678851175,0.013027490328489585
CLEC2A,0.9947780678851175,0.013027490328489585
TPH1,0.9947780678851175,0.013027490328489585
LINC00705,0.9947780678851175,0.013027490328489585
GGT3P,0.9947780678851175,0.013027490328489585
RNY1P9,0.9947780678851175,0.013027490328489585
SETP10,0.9947780678851175,0.013027490328489585
ANKRD44-AS1,0.9947780678851175,0.013027490328489585
RN7SL375P,0.9947780678851175,0.013027490328489585
LINC01344,0.9947780678851175,0.013027490328489585
KLHL30,0.9947780678851175,0.013027490328489584
LINC00941,0.9947780678851175,0.013027490328489584
ACTP1,0.9947780678851175,0.013027490328489584
CAV3,0.9947780678851175,0.013027490328489584
FAUP2,0.9947780678851175,0.013027490328489584
SUB1P3,0.9947780678851175,0.013027490328489584
MPP4,0.9947780678851175,0.013027490328489584
POLR3GP1,0.9947780678851175,0.013027490328489584
SELENOKP3,0.9947780678851175,0.013027490328489584
CALML6,0.9947780678851175,0.013027490328489584
LRRN3,0.9947780678851175,0.013027490328489584
UNC93B4,0.9947780678851175,0.013027490328489584
RPL35AP20,0.9947780678851175,0.013027490328489584
RIMBP3B,0.9947780678851175,0.013027490328489584
SPAG16,0.9947780678851175,0.013027490328489584
FDPSP8,0.9947780678851175,0.013027490328489584
MIR4467,0.9947780678851175,0.013027490328489584
GAPDHP67,0.9947780678851175,0.013027490328489584
LINC02771,0.9947780678851175,0.013027490328489584
CNTNAP3P1,0.9947780678851175,0.013027490328489584
EIF3KP3,0.9947780678851175,0.013027490328489584
FAM220CP,0.9947780678851175,0.013027490328489584
GALNTL5,0.9947780678851175,0.013027490328489584
FAR2P2,0.9947780678851175,0.013027490328489584
MYOCOS,0.9947780678851175,0.013027490328489584
MIR4667,0.9947780678851175,0.013027490328489584
STX8P1,0.9947780678851175,0.013027490328489584
OR7E136P,0.9947780678851175,0.013027490328489584
CYCSP38,0.9947780678851175,0.013027490328489584
DDX3Y,0.9947780678851175,0.013027490328489584
FABP7,0.9947780678851175,0.013027490328489584
MRAP-AS1,0.9947780678851175,0.013027490328489582
PTGIS,0.9947780678851175,0.013027490328489582
RNU6-1157P,0.9947780678851175,0.013027490328489582
CALN1,0.9947780678851175,0.013027490328489582
SETP20,0.9947780678851175,0.013027490328489582
RPL39P16,0.9947780678851175,0.013027490328489582
RPL39P18,0.9947780678851175,0.013027490328489582
LINC01482,0.9947780678851175,0.013027490328489582
RPL30P2,0.9947780678851175,0.013027490328489582
KCTD9P2,0.9947780678851175,0.013027490328489582
LINC01494,0.9947780678851175,0.013027490328489582
POLR2DP1,0.9947780678851175,0.013027490328489582
PDE4DIPP7,0.9947780678851175,0.013027490328489582
RNA5SP282,0.9947780678851175,0.013027490328489582
NUTF2P6,0.9947780678851175,0.013027490328489578
LINC02742,0.9947780678851175,0.013027490328489578
LINC01633,0.9947780678851175,0.013027490328489578
VAMP9P,0.9947780678851175,0.013027490328489578
DOK5,0.9947780678851175,0.013027490328489578
RNA5SP78,0.9947780678851175,0.013027490328489578
PPP4R1-AS1,0.9947780678851175,0.013027490328489578
ASGR2,0.9947780678851175,0.013027490328489577
MTCO1P14,0.9947780678851175,0.013027490328489577
MIR181B2,0.9947780678851175,0.013027490328489577
RPSAP21,0.9947780678851175,0.013027490328489577
ADH4,0.9947780678851175,0.013027490328489577
KRR1P1,0.9947780678851175,0.013027490328489577
ANKRD30BP1,0.9947780678851175,0.013027490328489577
MIR3667HG,0.9947780678851175,0.013027490328489577
FAM133FP,0.9947780678851175,0.013027490328489575
MIR20A,0.9947780678851175,0.013027490328489575
MIR19B1,0.9947780678851175,0.013027490328489575
MIR17,0.9947780678851175,0.013027490328489575
RPS2P18,0.9947780678851175,0.013027490328489575
LINC01093,0.9947780678851175,0.013027490328489575
MIR3139,0.9947780678851175,0.013027490328489575
MARCKSL1P1,0.9947780678851175,0.013027490328489575
SLC25A14P1,0.9947780678851175,0.013027490328489575
H2BE1,0.9947780678851175,0.013027490328489575
GNG8,0.9947780678851175,0.013027490328489575
SPDYE2B,0.9947780678851175,0.013027490328489575
ANGPTL2,0.9947780678851175,0.013027490328489575
KRTAP1-3,0.9947780678851175,0.013027490328489575
BEND7P1,0.9947780678851175,0.013027490328489575
ENPP2,0.9947780678851175,0.013027490328489572
MTND1P11,0.9947780678851175,0.013027490328489572
RPL10P19,0.9947780678851175,0.013027490328489572
RPL13P,0.9947780678851175,0.013027490328489572
ODF3L2,0.9947780678851175,0.013027490328489572
F13A1,0.9947780678851175,0.013027490328489572
ADAMTS7P1,0.9947780678851175,0.013027490328489572
SRGAP2-AS1,0.9947780678851175,0.013027490328489572
SNX18P7,0.9947780678851175,0.013027490328489572
MIR1915,0.9947780678851175,0.013027490328489572
RNU6-510P,0.9947780678851175,0.013027490328489572
TUBB8P1,0.9947780678851175,0.013027490328489572
IGHGP,0.9947780678851175,0.013027490328489572
ELK2BP,0.9947780678851175,0.013027490328489572
TBC1D28,0.9869451697127938,0.012918130493622962
RPS13P3,0.9869451697127938,0.012918130493622962
XRCC6P5,0.9869451697127938,0.012918130493622962
ATP5PBP7,0.9869451697127938,0.012918130493622962
RPL37AP8,0.9869451697127938,0.012918130493622962
MIR6812,0.9869451697127938,0.012918130493622962
RPS20P2,0.9869451697127938,0.012918130493622962
TXN2P1,0.9869451697127938,0.012918130493622962
OAZ1P1,0.9869451697127938,0.012918130493622962
IMPDH1P2,0.9869451697127938,0.012918130493622962
HNRNPA1P2,0.9869451697127938,0.012918130493622962
MIR7851,0.9869451697127938,0.012918130493622962
LINC00313,0.9869451697127938,0.012918130493622962
H3C15,0.9869451697127938,0.012918130493622962
MIR4724,0.9869451697127938,0.012918130493622962
MIR6795,0.9869451697127938,0.012918130493622962
NASPP1,0.9869451697127938,0.012918130493622962
SMARCE1P2,0.9869451697127938,0.012918130493622962
SBF1P1,0.9869451697127938,0.012918130493622962
RPL7P21,0.9869451697127938,0.012918130493622962
RPL7P20,0.9869451697127938,0.012918130493622962
SNORD19C,0.9869451697127938,0.012918130493622962
RNU6-9,0.9869451697127938,0.012918130493622962
SRSF3P4,0.9869451697127938,0.012918130493622962
TUBBP6,0.9869451697127938,0.012918130493622962
KCTD19,0.9869451697127938,0.012918130493622962
PRXL2AP2,0.9869451697127938,0.012918130493622962
FAR2P3,0.9869451697127938,0.012918130493622962
IMPDH1P3,0.9869451697127938,0.012918130493622962
ADCY2,0.9869451697127938,0.012918130493622962
KLF2P3,0.9869451697127938,0.012918130493622962
RPL21P7,0.9869451697127938,0.012918130493622962
MRPS18CP7,0.9869451697127938,0.012918130493622962
MIR4668,0.9869451697127938,0.012918130493622962
TUBA4B,0.9869451697127938,0.012918130493622962
HNRNPA1P4,0.9869451697127938,0.012918130493622962
DYNLL1P7,0.9869451697127938,0.012918130493622962
RPL17P26,0.9869451697127938,0.012918130493622962
ATP5MC1P7,0.9869451697127938,0.012918130493622962
ZNF578,0.9869451697127938,0.012918130493622962
PDCD5P1,0.9869451697127938,0.012918130493622962
HMGB3P8,0.9869451697127938,0.012918130493622962
NCOA4P4,0.9869451697127938,0.012918130493622962
NPM1P12,0.9869451697127938,0.012918130493622962
NAP1L4P3,0.9869451697127938,0.012918130493622962
MIR1184-1,0.9869451697127938,0.012918130493622962
RPL31P28,0.9869451697127938,0.012918130493622962
ATP5MGP3,0.9869451697127938,0.012918130493622962
WHSC1L2P,0.9869451697127938,0.012918130493622962
UQCR10P1,0.9869451697127938,0.012918130493622962
DPP3P2,0.9869451697127938,0.012918130493622962
HSBP1P1,0.9869451697127938,0.012918130493622962
FAM133CP,0.9869451697127938,0.012918130493622962
MIR659,0.9869451697127938,0.012918130493622962
OR2V1,0.9869451697127938,0.012918130493622962
CSNK1A1L,0.9869451697127938,0.012918130493622962
RPS26P39,0.9869451697127938,0.012918130493622962
RPL29P30,0.9869451697127938,0.012918130493622962
RNASEH1P2,0.9869451697127938,0.012918130493622962
H3-2,0.9869451697127938,0.012918130493622962
ANAPC10P1,0.9869451697127938,0.012918130493622962
RPL35AP7,0.9869451697127938,0.012918130493622962
UPF3AP3,0.9869451697127938,0.012918130493622962
MIR4743,0.9869451697127938,0.012918130493622962
BCL2L12P1,0.9869451697127938,0.012918130493622962
RPL5P22,0.9869451697127938,0.012918130493622962
FCF1P8,0.9869451697127938,0.012918130493622962
PSG2,0.9869451697127938,0.012918130493622962
RPL35AP5,0.9869451697127938,0.012918130493622962
RPL12P47,0.9869451697127938,0.012918130493622962
EIF3LP2,0.9869451697127938,0.012918130493622962
HNRNPA1P55,0.9869451697127938,0.012918130493622962
VPS35P1,0.9869451697127938,0.012918130493622962
RPL36AP13,0.9869451697127938,0.012918130493622962
CBX1P2,0.9869451697127938,0.012918130493622962
SERBP1P6,0.9869451697127938,0.012918130493622962
MIR6814,0.9869451697127938,0.012918130493622962
EIF1P7,0.9869451697127938,0.012918130493622962
RPS7P14,0.9869451697127938,0.012918130493622962
RPL34P34,0.9869451697127938,0.012918130493622962
CAPZA1P3,0.9869451697127938,0.012918130493622962
RPS17P2,0.9869451697127938,0.012918130493622962
RPS17P5,0.9869451697127938,0.01291813049362296
GAPDHP31,0.9869451697127938,0.01291813049362296
RPL21P39,0.9869451697127938,0.01291813049362296
PPIAP83,0.9869451697127938,0.01291813049362296
GSTCD-AS1,0.9869451697127938,0.01291813049362296
NOL8P1,0.9869451697127938,0.01291813049362296
RPS15AP17,0.9869451697127938,0.01291813049362296
IGBP1P1,0.9869451697127938,0.01291813049362296
SDHCP3,0.9869451697127938,0.01291813049362296
UBA52P3,0.9869451697127938,0.01291813049362296
RNU6-4P,0.9869451697127938,0.01291813049362296
KRT18P9,0.9869451697127938,0.01291813049362296
GAPDHP47,0.9869451697127938,0.01291813049362296
S100A11P2,0.9869451697127938,0.01291813049362296
SNRPCP4,0.9869451697127938,0.01291813049362296
BDH2P1,0.9869451697127938,0.012918130493622957
HNRNPA1P12,0.9869451697127938,0.012918130493622957
VDAC1P7,0.9895561357702349,0.010361844353615065
SHC1P1,0.9895561357702349,0.010361844353615065
RFESDP1,0.9895561357702349,0.010361844353615065
KLF7P1,0.9895561357702349,0.010361844353615065
NRBF2P4,0.9895561357702349,0.010361844353615065
SNORD12,0.9895561357702349,0.010361844353615065
SNX19P2,0.9895561357702349,0.010361844353615065
KRT8P34,0.9895561357702349,0.010361844353615065
BTBD6P1,0.9895561357702349,0.010361844353615065
WBP11P3,0.9895561357702349,0.010361844353615065
TOMM40P3,0.9895561357702349,0.010361844353615065
MIR6801,0.9895561357702349,0.010361844353615065
RPL7P16,0.9895561357702349,0.010361844353615065
USP8P2,0.9895561357702349,0.010361844353615065
RNU4-78P,0.9895561357702349,0.010361844353615065
PNPT1P1,0.9895561357702349,0.010361844353615065
CPED1,0.9895561357702349,0.010361844353615065
CCNQP3,0.9895561357702349,0.010361844353615065
SHC1P2,0.9895561357702349,0.010361844353615065
RNU6-1011P,0.9895561357702349,0.010361844353615063
SMC3P1,0.9895561357702349,0.010361844353615063
SUMO2P3,0.9895561357702349,0.010361844353615063
DDX3P3,0.9895561357702349,0.010361844353615063
PIP5K1P1,0.9895561357702349,0.010361844353615063
HNRNPA1P71,0.9895561357702349,0.010361844353615063
PPIAP15,0.9895561357702349,0.010361844353615063
MRGPRX3,0.9895561357702349,0.010361844353615063
ADGRE3,0.9895561357702349,0.010361844353615061
MIR6806,0.9895561357702349,0.010361844353615061
MIR133A1HG,0.9895561357702349,0.010361844353615061
NPIPB1P,0.9895561357702349,0.010361844353615061
GOLGA6L17P,0.9895561357702349,0.010361844353615061
AGBL4-AS1,0.9895561357702349,0.010361844353615061
EIF4BP5,0.9895561357702349,0.010361844353615061
AHCYP4,0.9895561357702349,0.010361844353615061
MICOS10P3,0.9895561357702349,0.010361844353615061
MIR1910,0.9895561357702349,0.010361844353615061
RNU6-1098P,0.9895561357702349,0.010361844353615061
CEACAM16,0.9895561357702349,0.01036184435361506
COMMD4P1,0.9895561357702349,0.01036184435361506
HSPD1P10,0.9895561357702349,0.01036184435361506
RPSAP29,0.9895561357702349,0.01036184435361506
IFITM4P,0.9895561357702349,0.010361844353615058
RPL35AP21,0.9895561357702349,0.010361844353615058
SNORD11,0.9895561357702349,0.010361844353615058
SPDYE10P,0.9895561357702349,0.010361844353615058
RNU6-1083P,0.9895561357702349,0.010361844353615058
HMGN2P18,0.9895561357702349,0.010361844353615058
OR7E25P,0.9895561357702349,0.010361844353615058
RWDD4P1,0.9895561357702349,0.010361844353615058
RNY1P16,0.9895561357702349,0.010361844353615058
RCC2P7,0.9895561357702349,0.010361844353615056
NPM1P24,0.9895561357702349,0.010361844353615056
RPSAP49,0.9895561357702349,0.010361844353615056
ACTN2,0.9895561357702349,0.010361844353615056
PSG3,0.9895561357702349,0.010361844353615056
RPL18AP15,0.9895561357702349,0.010361844353615056
ENTR1P2,0.9895561357702349,0.010361844353615056
HLA-P,0.9895561357702349,0.010361844353615054
PPIAP43,0.9895561357702349,0.010361844353615054
UNC93B6,0.9895561357702349,0.010361844353615054
CDK5P1,0.9895561357702349,0.010361844353615054
CTAGE11P,0.9895561357702349,0.010361844353615054
PPP1R11P1,0.9895561357702349,0.010361844353615054
MT1G,0.9895561357702349,0.010361844353615054
KRT18P62,0.9895561357702349,0.010361844353615054
PPIAP33,0.9895561357702349,0.010361844353615054
FCAR,0.9895561357702349,0.010361844353615054
EEF1A1P17,0.9895561357702349,0.010361844353615054
SLIRPP1,0.9895561357702349,0.010361844353615054
RPL30P14,0.9895561357702349,0.010361844353615054
NPM1P40,0.9895561357702349,0.010361844353615054
MEMO1P2,0.9895561357702349,0.010361844353615054
FAM72C,0.9895561357702349,0.010361844353615054
MESTP4,0.9895561357702349,0.010361844353615054
GREM1,0.9895561357702349,0.010361844353615054
